,age,education_num,hours_per_week,capital_gain,sex,REL_NotInFam,REL_OtherRelat,REL_OwnChild,REL_Unmarr,REL_Spouse,result_01
26724,38,9,40,0,1,0,0,0,0,1,0
26725,38,14,60,99999,1,0,0,0,0,1,1
26726,19,9,20,0,1,0,0,1,0,0,0
26727,30,9,44,0,1,0,0,0,0,1,0
26728,28,14,40,0,1,0,0,0,0,1,1
26729,53,5,40,0,1,1,0,0,0,0,0
26730,32,13,38,0,1,1,0,0,0,0,0
26731,57,15,60,15024,1,0,0,0,0,1,1
26732,47,14,40,0,0,1,0,0,0,0,0
26733,36,10,56,0,1,0,0,0,0,1,0
26734,21,7,38,0,0,0,0,1,0,0,0
26735,25,13,40,0,1,0,0,0,0,1,1
26736,37,9,40,0,0,0,0,0,1,0,0
26737,31,9,30,0,0,0,0,0,1,0,0
26738,43,9,50,0,1,0,0,0,0,1,0
26739,61,9,25,0,0,0,0,0,1,0,0
26740,56,10,35,0,1,0,0,0,0,1,0
26741,35,13,40,0,1,0,0,0,0,1,0
26742,59,4,38,0,0,0,0,1,0,0,0
26743,44,10,55,0,1,0,0,0,0,1,1
26744,47,14,40,0,0,0,0,0,1,0,0
26745,44,13,55,0,1,0,0,0,0,1,1
26746,64,10,40,0,1,0,0,0,0,1,0
26747,26,9,45,0,1,0,0,0,0,1,0
26748,53,13,40,0,1,0,0,0,0,1,1
26749,50,13,40,0,1,0,0,0,0,1,0
26750,46,9,44,0,0,1,0,0,0,0,0
26751,45,9,50,0,1,0,0,0,0,1,1
26752,44,9,40,0,0,0,0,0,1,0,0
26753,59,10,48,0,1,0,0,0,0,1,1
26754,65,16,40,99999,1,0,0,0,0,1,1
26755,23,9,40,0,0,0,0,1,0,0,0
26756,33,10,38,0,0,0,0,0,1,0,0
26757,34,9,35,0,0,0,0,1,0,0,0
26758,38,11,40,0,0,0,0,0,1,0,0
26759,62,13,35,0,1,0,0,0,0,1,1
26760,21,10,40,0,1,0,1,0,0,0,0
26761,41,9,8,0,1,0,0,0,0,1,0
26762,35,9,40,0,1,0,1,0,0,0,0
26763,62,10,45,0,1,1,0,0,0,0,0
26764,53,9,40,0,1,0,0,0,0,1,1
26765,69,10,16,0,1,0,0,0,0,1,0
26766,19,10,16,0,0,0,0,1,0,0,0
26767,47,13,40,0,1,0,0,0,0,1,1
26768,52,10,90,0,1,0,0,0,0,1,1
26769,54,9,40,0,1,0,0,0,0,1,0
26770,30,9,73,0,1,0,0,0,0,1,1
26771,39,9,25,0,0,0,0,0,0,1,0
26772,73,13,75,1173,1,0,0,0,0,1,0
26773,64,13,40,0,1,0,0,0,0,1,0
26774,32,9,40,0,1,0,0,1,0,0,0
26775,51,9,40,0,1,0,0,0,0,1,1
26776,57,13,40,0,1,1,0,0,0,0,0
26777,25,9,40,0,1,0,0,0,1,0,0
26778,53,9,40,0,1,0,0,0,0,1,0
26779,39,10,25,0,0,1,0,0,0,0,0
26780,49,9,16,0,0,0,0,0,1,0,0
26781,23,13,40,0,0,1,0,0,0,0,0
26782,28,13,55,0,1,1,0,0,0,0,1
26783,46,14,50,0,1,0,0,0,0,1,1
26784,40,10,40,0,1,0,0,1,0,0,0
26785,24,9,50,0,1,0,0,0,0,1,0
26786,50,6,8,0,1,0,0,0,0,1,0
26787,35,9,40,0,1,0,0,0,0,1,0
26788,33,13,46,0,0,1,0,0,0,0,0
26789,54,13,40,0,1,1,0,0,0,0,0
26790,35,9,45,0,1,0,0,0,0,1,0
26791,31,9,40,0,1,0,0,0,0,1,1
26792,47,10,40,0,1,0,0,0,0,1,0
26793,48,9,20,0,0,0,0,1,0,0,0
26794,33,11,55,0,1,0,0,1,0,0,0
26795,35,13,40,0,1,0,0,0,0,1,1
26796,36,1,40,0,1,1,0,0,0,0,0
26797,30,13,55,0,0,1,0,0,0,0,0
26798,39,10,55,0,1,0,0,0,0,1,1
26799,25,10,40,0,1,1,0,0,0,0,0
26800,40,9,35,0,0,1,0,0,0,0,0
26801,25,9,40,0,1,0,0,0,0,1,0
26802,33,9,40,0,0,0,0,0,0,1,0
26803,53,10,40,0,1,1,0,0,0,0,0
26804,18,7,10,0,1,0,0,1,0,0,0
26805,41,9,40,0,1,0,0,0,1,0,0
26806,25,13,50,0,1,0,0,0,0,1,0
26807,66,4,50,0,1,0,0,0,1,0,0
26808,53,10,40,1471,0,0,0,0,1,0,0
26809,27,9,40,0,1,0,0,0,0,1,0
26810,28,9,40,0,0,0,0,0,1,0,0
26811,23,9,40,0,1,0,0,1,0,0,0
26812,29,6,80,0,1,1,0,0,0,0,0
26813,26,10,40,0,0,0,0,0,0,1,0
26814,26,9,42,0,1,1,0,0,0,0,0
26815,26,5,35,0,1,1,0,0,0,0,0
26816,38,9,40,0,1,0,0,0,0,1,0
26817,36,3,40,0,1,0,0,0,0,1,0
26818,34,10,45,15024,1,0,0,0,0,1,1
26819,32,9,40,0,1,1,0,0,0,0,0
26820,57,9,50,0,1,0,0,0,0,1,1
26821,31,10,40,0,0,0,0,0,1,0,0
26822,38,13,38,0,0,1,0,0,0,0,0
26823,39,9,40,0,0,1,0,0,0,0,0
26824,35,9,40,0,1,0,0,0,0,1,0
26825,18,7,20,0,0,0,0,1,0,0,0
26826,28,9,40,0,1,1,0,0,0,0,0
26827,41,14,55,0,0,1,0,0,0,0,0
26828,39,5,40,0,1,0,0,0,0,1,1
26829,31,10,40,0,1,1,0,0,0,0,0
26830,38,9,38,0,0,1,0,0,0,0,0
26831,43,10,38,0,0,0,0,0,1,0,0
26832,27,9,40,0,1,0,0,0,0,1,0
26833,42,14,55,0,1,0,0,0,0,1,1
26834,46,13,36,0,0,0,0,0,1,0,0
26835,20,9,40,0,0,0,0,1,0,0,0
26836,42,10,20,0,0,0,0,0,1,0,0
26837,69,9,40,0,0,1,0,0,0,0,0
26838,47,11,35,0,0,0,0,0,0,1,0
26839,49,9,40,0,1,0,0,0,0,1,0
26840,20,10,30,0,0,0,0,1,0,0,0
26841,52,3,15,0,0,0,0,0,0,1,0
26842,33,3,59,0,1,0,0,0,0,1,0
26843,18,7,6,0,0,0,0,1,0,0,0
26844,55,9,55,0,0,0,0,0,1,0,0
26845,61,4,40,0,1,0,0,0,0,1,0
26846,61,10,40,9386,1,0,0,0,0,1,1
26847,39,13,45,0,1,1,0,0,0,0,1
26848,30,10,40,0,1,0,0,0,0,1,0
26849,61,9,40,0,0,0,0,0,1,0,0
26850,36,12,15,0,0,0,0,0,0,1,0
26851,34,10,50,0,1,0,0,0,0,1,0
26852,53,14,40,4386,1,0,0,0,0,1,1
26853,38,11,36,0,0,0,0,0,0,1,1
26854,46,13,50,7298,1,0,0,0,0,1,1
26855,27,9,40,0,1,0,0,0,0,1,0
26856,32,7,40,0,0,0,0,0,1,0,0
26857,60,13,60,0,0,0,0,0,1,0,1
26858,23,13,40,0,1,0,0,1,0,0,0
26859,29,13,50,14344,0,0,0,0,1,0,1
26860,22,9,50,0,1,0,0,1,0,0,0
26861,25,9,35,0,1,0,0,1,0,0,0
26862,29,13,48,0,1,0,0,0,0,1,0
26863,90,9,30,0,1,0,0,0,0,1,0
26864,37,9,40,0,0,0,0,0,1,0,0
26865,32,9,38,0,1,0,0,1,0,0,0
26866,18,9,40,0,1,0,0,1,0,0,0
26867,35,10,65,0,0,1,0,0,0,0,0
26868,50,5,40,2885,1,0,0,0,0,1,0
26869,54,9,40,5178,1,0,0,0,0,1,1
26870,43,13,45,0,1,0,0,0,0,1,1
26871,28,9,65,0,1,1,0,0,0,0,1
26872,51,5,40,0,1,0,0,0,0,1,0
26873,31,10,42,0,1,0,0,0,1,0,0
26874,69,9,40,2387,0,0,0,0,1,0,0
26875,57,13,40,0,1,0,0,0,0,1,1
26876,28,6,40,0,0,0,0,1,0,0,0
26877,25,9,95,0,1,0,0,1,0,0,0
26878,49,12,30,0,1,0,0,0,0,1,0
26879,52,5,40,0,1,0,0,0,0,1,0
26880,23,13,40,0,1,1,0,0,0,0,0
26881,32,3,40,0,1,0,1,0,0,0,0
26882,31,10,50,0,0,1,0,0,0,0,0
26883,30,9,50,0,1,0,0,1,0,0,0
26884,24,9,60,0,1,0,0,0,0,1,0
26885,45,12,66,0,1,0,0,0,0,1,0
26886,30,9,40,0,1,0,0,0,0,1,0
26887,52,13,55,15024,1,0,0,0,0,1,1
26888,42,9,25,0,0,1,0,0,0,0,0
26889,49,9,40,0,1,0,0,0,0,1,0
26890,20,9,30,0,1,0,0,1,0,0,0
26891,25,13,40,0,0,0,0,1,0,0,0
26892,41,5,55,0,1,0,0,0,0,1,0
26893,55,9,40,0,0,0,0,0,1,0,0
26894,31,11,50,3137,1,0,0,0,0,1,0
26895,25,13,40,0,0,1,0,0,0,0,0
26896,32,9,40,0,1,0,0,0,0,1,0
26897,29,10,40,0,1,0,1,0,0,0,0
26898,37,9,40,0,0,1,0,0,0,0,0
26899,52,4,40,0,0,1,0,0,0,0,0
26900,19,10,15,0,0,0,0,1,0,0,0
26901,43,12,40,0,1,1,0,0,0,0,0
26902,39,10,40,0,1,0,0,0,0,1,0
26903,40,10,40,0,1,0,0,0,0,1,1
26904,54,2,40,0,0,0,1,0,0,0,0
26905,35,13,40,0,1,1,0,0,0,0,0
26906,34,11,40,0,0,1,0,0,0,0,0
26907,35,10,40,0,1,0,0,0,0,1,1
26908,57,16,40,0,1,0,0,0,0,1,1
26909,26,13,40,0,0,0,1,0,0,0,0
26910,55,13,15,0,0,0,0,0,1,0,0
26911,51,13,40,0,0,0,0,0,1,0,0
26912,35,12,30,0,1,1,0,0,0,0,0
26913,31,9,40,0,1,0,0,0,0,1,0
26914,17,7,8,0,0,0,0,1,0,0,0
26915,38,9,40,0,0,0,0,0,0,1,0
26916,39,15,50,0,1,0,0,0,0,1,1
26917,29,9,45,0,1,0,0,0,0,1,0
26918,39,11,40,0,0,0,0,0,1,0,0
26919,42,10,40,0,1,0,0,0,0,1,1
26920,46,14,50,0,1,0,0,0,0,1,1
26921,73,4,25,0,1,0,0,0,0,1,0
26922,47,10,40,0,0,1,0,0,0,0,0
26923,28,9,70,0,0,0,0,0,1,0,0
26924,27,6,40,0,1,0,1,0,0,0,0
26925,38,15,40,0,1,1,0,0,0,0,1
26926,19,9,35,0,1,1,0,0,0,0,0
26927,60,11,40,0,1,0,0,0,1,0,1
26928,24,10,40,0,1,1,0,0,0,0,0
26929,52,7,40,0,1,0,0,0,0,1,0
26930,36,13,45,0,0,1,0,0,0,0,0
26931,26,14,40,0,0,1,0,0,0,0,0
26932,28,13,16,0,1,0,0,1,0,0,0
26933,38,13,50,0,1,0,0,0,0,1,1
26934,47,14,50,0,1,0,0,0,0,1,1
26935,50,13,40,0,0,0,0,0,1,0,1
26936,27,9,40,0,1,0,0,0,0,1,0
26937,47,10,40,0,0,0,0,0,1,0,0
26938,36,6,40,3464,0,0,0,1,0,0,0
26939,49,9,40,0,1,1,0,0,0,0,0
26940,63,9,40,0,0,1,0,0,0,0,0
26941,36,9,70,0,1,0,0,0,0,1,1
26942,42,10,35,0,0,0,0,0,1,0,0
26943,28,14,45,0,0,1,0,0,0,0,0
26944,38,9,22,0,0,0,0,0,0,1,0
26945,43,13,40,0,1,0,0,0,0,1,1
26946,49,10,40,0,1,0,0,0,0,1,1
26947,59,9,40,0,0,1,0,0,0,0,0
26948,25,13,40,0,1,0,0,0,0,1,1
26949,26,12,36,0,0,1,0,0,0,0,0
26950,59,10,48,0,0,1,0,0,0,0,0
26951,34,10,45,0,1,0,0,0,0,1,0
26952,34,14,43,0,1,0,0,0,0,1,1
26953,67,9,24,0,0,1,0,0,0,0,0
26954,45,11,44,0,0,1,0,0,0,0,0
26955,64,4,40,0,1,0,0,0,0,1,0
26956,51,14,38,0,1,0,0,0,0,1,1
26957,31,13,55,0,1,0,0,0,0,1,1
26958,42,13,45,0,1,0,0,0,0,1,1
26959,65,3,40,0,1,0,0,0,0,1,0
26960,23,10,20,0,1,1,0,0,0,0,0
26961,31,10,45,0,1,0,0,0,0,1,0
26962,33,6,40,0,0,1,0,0,0,0,0
26963,17,7,35,0,1,0,0,1,0,0,0
26964,63,14,46,0,1,0,0,0,0,1,0
26965,48,9,60,0,1,0,0,0,0,1,1
26966,45,12,40,0,1,0,0,0,0,1,0
26967,17,6,10,0,1,0,0,1,0,0,0
26968,26,9,40,0,1,0,0,0,0,1,0
26969,38,10,40,0,0,0,0,0,1,0,0
26970,29,9,40,0,0,0,0,0,0,1,0
26971,44,10,32,0,0,0,0,0,1,0,0
26972,43,14,40,0,1,0,0,0,0,1,0
26973,39,13,40,0,1,0,0,0,0,1,0
26974,43,9,40,0,1,1,0,0,0,0,0
26975,23,9,45,0,0,0,0,0,1,0,0
26976,19,9,40,0,0,0,0,1,0,0,0
26977,49,5,40,0,1,0,0,0,0,1,0
26978,52,10,40,5013,1,0,0,0,0,1,0
26979,32,9,50,0,1,0,0,0,0,1,0
26980,38,13,40,4508,1,0,0,0,0,1,0
26981,44,10,40,0,1,0,0,1,0,0,0
26982,63,4,40,0,1,0,0,0,0,1,0
26983,42,9,60,0,0,1,0,0,0,0,0
26984,21,10,40,0,1,0,0,1,0,0,0
26985,32,10,40,0,1,0,0,0,0,1,0
26986,24,9,50,0,0,0,0,0,1,0,0
26987,50,9,40,0,1,0,0,0,0,1,0
26988,26,13,80,0,1,0,0,0,0,1,1
26989,35,9,35,0,1,0,0,0,0,1,0
26990,31,13,44,0,1,0,0,0,0,1,1
26991,24,2,66,0,1,1,0,0,0,0,0
26992,40,9,56,0,1,0,0,0,0,1,0
26993,31,13,55,0,1,1,0,0,0,0,0
26994,43,9,40,0,1,0,0,1,0,0,0
26995,44,9,35,0,1,0,0,0,0,1,1
26996,40,13,40,0,0,0,1,0,0,0,0
26997,52,10,42,3137,1,0,0,0,0,1,0
26998,51,3,40,0,1,0,0,0,0,1,0
26999,39,13,40,0,1,0,0,0,0,1,0
27000,40,12,50,7688,1,0,0,0,0,1,1
27001,40,10,35,0,1,1,0,0,0,0,0
27002,33,9,40,0,1,0,0,0,0,1,0
27003,38,10,60,0,1,0,0,0,0,1,1
27004,29,11,50,0,1,0,0,0,1,0,0
27005,37,10,37,0,0,1,0,0,0,0,0
27006,37,9,45,15024,1,0,0,0,0,1,1
27007,19,9,40,0,1,0,0,1,0,0,0
27008,46,9,40,0,1,0,0,0,0,1,0
27009,46,12,40,0,1,0,0,0,0,1,1
27010,37,10,30,0,1,0,0,1,0,0,0
27011,34,10,40,0,0,0,0,0,1,0,0
27012,38,10,43,0,0,0,0,0,1,0,0
27013,26,9,40,0,1,0,0,0,0,1,0
27014,34,13,35,0,0,1,0,0,0,0,0
27015,57,13,40,0,1,0,0,0,0,1,0
27016,33,7,65,0,1,1,0,0,0,0,0
27017,26,10,40,0,1,0,0,1,0,0,0
27018,20,9,84,0,0,1,0,0,0,0,0
27019,38,13,60,7298,1,0,0,0,0,1,1
27020,61,10,6,0,1,0,0,0,0,1,0
27021,36,16,45,0,1,0,0,0,0,1,1
27022,17,10,16,0,1,0,0,1,0,0,0
27023,40,10,40,0,1,0,0,0,0,1,1
27024,18,7,16,0,1,0,0,1,0,0,0
27025,21,12,32,0,0,0,0,1,0,0,0
27026,41,9,40,0,1,0,0,1,0,0,0
27027,46,7,40,0,0,1,0,0,0,0,0
27028,55,9,40,0,1,0,0,0,0,1,0
27029,27,12,52,0,1,1,0,0,0,0,0
27030,39,9,42,0,1,0,0,0,0,1,0
27031,36,9,48,0,1,0,0,1,0,0,0
27032,51,10,40,3908,1,0,0,0,0,1,0
27033,27,13,40,0,1,1,0,0,0,0,0
27034,30,13,40,0,1,0,0,0,0,1,1
27035,42,9,47,0,1,1,0,0,0,0,0
27036,23,13,20,0,0,0,0,1,0,0,0
27037,56,11,40,15024,1,0,0,0,0,1,1
27038,41,10,50,0,1,0,0,0,0,1,0
27039,49,9,46,0,1,0,0,0,0,1,0
27040,46,11,60,0,0,1,0,0,0,0,0
27041,54,9,40,0,1,0,0,0,0,1,0
27042,38,10,43,7298,1,0,0,0,0,1,1
27043,45,15,50,0,1,0,0,0,0,1,1
27044,50,15,30,0,1,0,0,0,0,1,1
27045,22,10,40,0,0,1,0,0,0,0,0
27046,31,9,40,0,1,1,0,0,0,0,0
27047,27,9,30,0,1,1,0,0,0,0,0
27048,34,9,40,0,1,0,0,0,0,1,0
27049,46,7,30,0,1,0,0,1,0,0,0
27050,47,13,60,0,1,0,0,0,0,1,1
27051,36,11,40,0,1,0,0,0,0,1,0
27052,22,9,40,0,1,0,0,1,0,0,0
27053,51,9,45,0,1,0,0,0,0,1,0
27054,43,10,30,0,1,1,0,0,0,0,0
27055,54,10,50,0,1,1,0,0,0,0,0
27056,24,5,40,0,0,0,0,1,0,0,0
27057,29,15,55,0,1,1,0,0,0,0,0
27058,40,10,38,0,0,0,0,0,1,0,0
27059,18,7,20,0,1,0,0,1,0,0,0
27060,31,13,50,0,1,1,0,0,0,0,0
27061,57,16,40,0,1,0,0,0,0,1,1
27062,32,14,40,0,0,1,0,0,0,0,0
27063,48,14,40,0,1,0,0,0,0,1,1
27064,24,10,35,0,1,0,0,0,0,1,0
27065,24,12,22,0,0,1,0,0,0,0,0
27066,24,11,40,0,1,0,0,0,0,1,0
27067,49,13,30,7688,0,0,0,0,0,1,1
27068,27,9,70,0,1,0,0,0,0,1,0
27069,37,10,40,0,0,0,0,0,1,0,0
27070,33,10,60,0,1,0,0,0,0,1,1
27071,19,10,25,0,1,0,0,1,0,0,0
27072,45,13,40,0,0,0,0,0,0,1,1
27073,54,14,40,0,0,1,0,0,0,0,0
27074,47,9,40,0,1,0,0,0,1,0,0
27075,22,10,22,0,0,0,0,1,0,0,0
27076,20,9,40,0,1,1,0,0,0,0,0
27077,36,5,40,0,1,0,0,0,0,1,0
27078,58,4,40,0,1,0,0,0,0,1,1
27079,34,13,40,0,0,0,0,0,1,0,0
27080,36,14,44,0,0,0,0,0,0,1,1
27081,28,13,60,4101,0,1,0,0,0,0,0
27082,38,11,40,0,1,0,0,1,0,0,0
27083,32,7,40,0,1,1,0,0,0,0,0
27084,35,9,60,0,1,0,0,0,0,1,0
27085,51,12,60,0,1,0,0,0,0,1,0
27086,33,10,45,0,1,1,0,0,0,0,0
27087,71,14,15,0,0,1,0,0,0,0,0
27088,48,14,40,0,1,0,0,0,0,1,1
27089,53,9,50,0,1,0,0,0,0,1,0
27090,40,11,40,0,1,0,0,0,0,1,1
27091,64,9,5,0,1,0,0,0,0,1,0
27092,42,9,48,0,1,0,0,0,0,1,1
27093,25,9,40,0,1,0,0,0,0,1,1
27094,66,10,50,0,0,0,0,0,1,0,1
27095,59,14,40,0,0,1,0,0,0,0,1
27096,42,10,55,0,1,0,0,0,0,1,1
27097,24,9,40,0,1,0,0,0,1,0,0
27098,19,9,25,0,0,0,0,1,0,0,0
27099,26,10,24,0,0,0,0,1,0,0,0
27100,22,9,30,0,1,0,0,1,0,0,0
27101,33,10,40,0,1,0,0,0,0,1,0
27102,63,7,12,0,1,1,0,0,0,0,0
27103,20,10,30,0,1,1,0,0,0,0,0
27104,33,3,40,0,1,1,0,0,0,0,0
27105,56,9,40,0,1,0,0,0,0,1,0
27106,70,11,24,0,1,0,0,0,0,1,1
27107,42,9,40,0,1,0,0,0,0,1,1
27108,25,13,40,0,0,1,0,0,0,0,0
27109,28,10,40,0,1,0,0,0,0,1,1
27110,80,9,40,1409,1,0,0,0,0,1,0
27111,36,6,40,0,0,1,0,0,0,0,0
27112,37,14,40,0,1,0,0,0,0,1,1
27113,38,9,60,0,1,0,0,0,0,1,1
27114,52,9,35,0,0,1,0,0,0,0,0
27115,49,9,40,0,0,0,0,0,1,0,0
27116,30,9,40,0,1,0,0,0,0,1,0
27117,36,10,50,7688,1,0,0,0,0,1,1
27118,70,15,35,0,1,0,0,0,0,1,1
27119,55,10,62,0,1,1,0,0,0,0,1
27120,25,13,40,0,0,1,0,0,0,0,0
27121,59,9,40,0,0,0,0,0,0,1,1
27122,22,10,40,0,1,1,0,0,0,0,0
27123,41,12,50,0,1,1,0,0,0,0,0
27124,62,9,45,0,1,0,0,0,0,1,1
27125,54,9,40,0,0,0,1,0,0,0,0
27126,38,9,40,0,0,0,0,0,1,0,0
27127,52,9,40,7688,1,0,0,0,0,1,1
27128,36,7,40,0,1,0,0,0,0,1,0
27129,74,9,30,0,1,0,0,0,0,1,1
27130,35,3,15,0,0,0,0,0,0,1,0
27131,41,8,40,0,1,1,0,0,0,0,0
27132,30,11,40,0,0,0,0,0,0,1,0
27133,25,9,48,0,1,0,0,0,0,1,0
27134,35,10,60,13550,1,1,0,0,0,0,1
27135,38,13,50,15024,1,0,0,0,0,1,1
27136,34,14,40,0,1,0,0,0,0,1,1
27137,48,14,50,0,1,0,0,0,0,1,1
27138,50,3,15,0,0,1,0,0,0,0,0
27139,19,9,40,0,0,0,0,1,0,0,0
27140,51,10,40,0,1,0,0,0,0,1,0
27141,39,13,40,0,1,0,0,0,1,0,0
27142,20,7,40,0,0,0,0,1,0,0,0
27143,17,7,16,0,1,0,0,1,0,0,0
27144,42,10,50,0,1,0,0,0,0,1,1
27145,25,10,25,0,0,0,1,0,0,0,0
27146,36,9,40,0,0,0,0,0,1,0,0
27147,65,16,40,0,0,1,0,0,0,0,0
27148,32,13,70,0,1,0,0,0,0,1,1
27149,33,13,45,0,1,1,0,0,0,0,0
27150,32,10,20,0,0,0,0,0,1,0,0
27151,25,9,40,0,1,0,0,0,0,1,0
27152,41,10,40,0,0,0,0,0,1,0,0
27153,44,9,40,0,1,0,0,0,0,1,1
27154,72,6,12,2414,1,0,0,0,0,1,0
27155,36,9,52,0,1,1,0,0,0,0,0
27156,67,9,20,1797,1,0,0,0,0,1,0
27157,28,9,45,4064,1,0,0,0,0,1,0
27158,24,7,40,0,1,0,0,0,0,1,0
27159,17,4,8,0,1,0,0,1,0,0,0
27160,32,13,30,0,0,0,0,0,1,0,0
27161,67,7,40,0,0,1,0,0,0,0,0
27162,51,14,40,5013,1,0,0,0,0,1,0
27163,32,2,40,3674,1,1,0,0,0,0,0
27164,39,10,40,0,1,0,0,0,0,1,1
27165,18,10,35,0,0,1,0,0,0,0,0
27166,50,13,45,0,1,0,0,0,0,1,1
27167,24,6,15,0,0,1,0,0,0,0,0
27168,21,10,40,0,0,1,0,0,0,0,0
27169,24,13,16,0,0,0,1,0,0,0,0
27170,34,11,40,0,1,0,0,1,0,0,0
27171,49,6,32,0,1,1,0,0,0,0,0
27172,50,9,40,0,0,1,0,0,0,0,0
27173,33,12,40,0,0,0,0,1,0,0,0
27174,18,10,40,0,1,0,0,1,0,0,0
27175,45,11,55,0,0,0,0,0,1,0,1
27176,20,9,35,0,0,1,0,0,0,0,0
27177,46,13,37,3103,1,0,0,0,0,1,1
27178,64,9,40,0,0,1,0,0,0,0,0
27179,39,16,45,0,1,1,0,0,0,0,0
27180,35,9,70,0,1,1,0,0,0,0,0
27181,21,10,32,0,1,1,0,0,0,0,0
27182,29,12,45,0,1,1,0,0,0,0,0
27183,38,13,30,0,0,0,0,0,0,1,1
27184,45,9,40,0,0,0,0,0,1,0,0
27185,30,14,50,0,1,1,0,0,0,0,1
27186,41,10,40,0,0,0,0,0,0,1,1
27187,37,9,40,0,1,1,0,0,0,0,0
27188,45,13,60,0,1,0,0,0,0,1,1
27189,45,9,48,0,1,0,0,0,0,1,1
27190,20,9,20,0,1,0,1,0,0,0,0
27191,63,10,60,14084,0,1,0,0,0,0,1
27192,35,10,40,0,1,0,0,0,0,1,0
27193,24,13,50,0,1,0,0,0,0,1,0
27194,19,10,50,0,1,1,0,0,0,0,0
27195,23,9,35,0,1,0,0,1,0,0,0
27196,34,13,45,0,0,1,0,0,0,0,0
27197,36,3,50,0,1,0,0,0,0,1,1
27198,46,9,5,0,1,0,1,0,0,0,0
27199,38,13,42,0,1,0,0,0,0,1,1
27200,55,8,40,0,0,1,0,0,0,0,0
27201,27,10,40,0,1,0,1,0,0,0,0
27202,48,10,45,0,1,0,0,0,0,1,1
27203,35,9,50,0,0,0,0,1,0,0,0
27204,53,10,40,7688,1,0,0,0,0,1,1
27205,47,9,40,0,1,0,0,0,0,1,0
27206,50,10,22,4650,1,1,0,0,0,0,0
27207,32,10,40,0,1,0,0,0,0,1,0
27208,40,9,46,0,1,0,0,0,0,1,0
27209,41,10,50,0,1,0,0,0,0,1,1
27210,47,13,40,0,1,1,0,0,0,0,0
27211,21,10,25,0,0,0,0,1,0,0,0
27212,45,14,35,0,1,0,0,0,0,1,0
27213,33,4,14,0,0,0,0,0,1,0,0
27214,68,10,25,0,0,0,0,0,1,0,0
27215,44,15,55,0,1,0,0,0,0,1,1
27216,49,6,50,0,1,0,0,0,0,1,0
27217,45,16,40,0,1,0,0,0,0,1,1
27218,41,10,65,0,1,0,0,0,0,1,1
27219,29,4,40,0,1,0,0,0,0,1,0
27220,46,10,60,0,1,0,0,0,0,1,0
27221,19,9,25,0,1,0,1,0,0,0,0
27222,56,6,40,0,1,0,0,0,0,1,0
27223,55,9,60,0,1,0,0,0,0,1,0
27224,29,9,50,0,1,1,0,0,0,0,0
27225,21,9,25,0,0,1,0,0,0,0,0
27226,38,9,40,0,1,1,0,0,0,0,0
27227,52,3,50,0,1,1,0,0,0,0,0
27228,22,9,40,0,0,0,0,1,0,0,0
27229,20,9,60,0,1,0,0,0,0,1,0
27230,31,9,50,0,1,0,0,1,0,0,0
27231,39,9,40,0,1,0,0,0,0,1,0
27232,55,10,40,0,0,1,0,0,0,0,0
27233,35,12,40,0,1,0,0,0,1,0,0
27234,45,13,55,7298,1,0,0,0,0,1,1
27235,61,14,60,0,1,0,0,0,0,1,1
27236,18,9,30,0,1,0,0,1,0,0,0
27237,51,13,40,0,1,1,0,0,0,0,0
27238,37,9,40,0,1,0,0,0,0,1,0
27239,32,10,38,0,0,0,0,1,0,0,0
27240,48,9,45,0,1,0,0,0,1,0,0
27241,62,4,53,0,1,0,0,0,0,1,0
27242,28,9,45,0,1,1,0,0,0,0,0
27243,19,6,45,0,1,0,1,0,0,0,0
27244,20,10,15,0,0,0,0,1,0,0,0
27245,41,13,40,0,1,0,0,0,0,1,0
27246,29,13,40,0,0,1,0,0,0,0,0
27247,47,13,50,15024,1,0,0,0,0,1,1
27248,43,13,37,0,1,0,0,0,0,1,1
27249,20,10,20,0,1,0,1,0,0,0,0
27250,29,13,55,0,1,0,0,0,0,1,1
27251,51,13,40,0,0,1,0,0,0,0,0
27252,40,11,40,0,1,0,0,0,0,1,1
27253,26,3,40,0,1,1,0,0,0,0,0
27254,30,13,40,0,0,0,0,1,0,0,0
27255,36,9,40,0,0,1,0,0,0,0,0
27256,68,9,20,0,1,1,0,0,0,0,0
27257,42,10,40,0,0,1,0,0,0,0,1
27258,41,9,40,0,1,0,0,0,0,1,0
27259,43,13,45,0,1,0,0,0,0,1,1
27260,20,10,20,0,1,0,0,1,0,0,0
27261,43,13,40,0,1,0,0,1,0,0,0
27262,53,9,60,15024,1,0,0,0,0,1,1
27263,45,10,40,0,1,0,0,0,0,1,1
27264,39,9,40,0,1,0,0,0,1,0,0
27265,31,14,45,0,1,0,0,0,0,1,0
27266,23,10,25,0,1,0,1,0,0,0,0
27267,38,14,40,0,0,1,0,0,0,0,0
27268,37,9,45,0,1,0,0,0,0,1,1
27269,18,9,40,0,0,0,1,0,0,0,0
27270,41,9,45,0,1,0,0,0,0,1,0
27271,30,13,55,3103,0,0,0,0,0,1,1
27272,26,13,30,0,1,0,0,1,0,0,0
27273,37,9,40,0,1,0,0,0,0,1,0
27274,25,10,50,2174,0,1,0,0,0,0,0
27275,33,10,40,0,1,0,0,0,0,1,1
27276,37,13,40,15024,1,0,0,0,0,1,1
27277,31,13,40,0,1,1,0,0,0,0,0
27278,27,10,80,0,1,0,0,0,0,1,0
